,Application/Permit Number,Category
619,6560116,SINGLE FAMILY / DUPLEX
620,6459876,SINGLE FAMILY / DUPLEX
621,6576735,SINGLE FAMILY / DUPLEX
622,6354626,SINGLE FAMILY / DUPLEX
623,6617383,SINGLE FAMILY / DUPLEX
624,6460751,SINGLE FAMILY / DUPLEX
625,6471121,SINGLE FAMILY / DUPLEX
626,6390776,SINGLE FAMILY / DUPLEX
627,6558321,SINGLE FAMILY / DUPLEX
628,6594095,SINGLE FAMILY / DUPLEX
629,6146911,SINGLE FAMILY / DUPLEX
630,6537268,COMMERCIAL
631,6342523,SINGLE FAMILY / DUPLEX
632,6490044,SINGLE FAMILY / DUPLEX
633,6519007,SINGLE FAMILY / DUPLEX
634,6402966,COMMERCIAL
635,6459807,SINGLE FAMILY / DUPLEX
636,6419036,SINGLE FAMILY / DUPLEX
637,6429966,SINGLE FAMILY / DUPLEX
638,6422157,SINGLE FAMILY / DUPLEX
639,6430055,SINGLE FAMILY / DUPLEX
640,6550446,COMMERCIAL
641,6440482,COMMERCIAL
642,6518555,SINGLE FAMILY / DUPLEX
643,6545033,SINGLE FAMILY / DUPLEX
644,6286074,MULTIFAMILY
645,6588001,SINGLE FAMILY / DUPLEX
646,6515602,SINGLE FAMILY / DUPLEX
647,6327370,SINGLE FAMILY / DUPLEX
648,6477535,SINGLE FAMILY / DUPLEX
649,6461956,SINGLE FAMILY / DUPLEX
650,6151894,SINGLE FAMILY / DUPLEX
651,6380875,SINGLE FAMILY / DUPLEX
652,6353216,SINGLE FAMILY / DUPLEX
653,6403656,SINGLE FAMILY / DUPLEX
654,6463044,COMMERCIAL
655,6508266,SINGLE FAMILY / DUPLEX
656,6530445,SINGLE FAMILY / DUPLEX
657,6532033,SINGLE FAMILY / DUPLEX
658,6527978,SINGLE FAMILY / DUPLEX
659,6530101,SINGLE FAMILY / DUPLEX
660,6389259,MULTIFAMILY
661,6449476,SINGLE FAMILY / DUPLEX
662,6500060,COMMERCIAL
663,6609270,COMMERCIAL
664,6564760,MULTIFAMILY
665,6317594,SINGLE FAMILY / DUPLEX
666,6232980,SINGLE FAMILY / DUPLEX
667,6345398,SINGLE FAMILY / DUPLEX
668,6610257,COMMERCIAL
669,6435373,SINGLE FAMILY / DUPLEX
670,6545936,SINGLE FAMILY / DUPLEX
671,6563697,SINGLE FAMILY / DUPLEX
672,6501028,SINGLE FAMILY / DUPLEX
673,6402052,COMMERCIAL
674,6414952,SINGLE FAMILY / DUPLEX
675,6096754,SINGLE FAMILY / DUPLEX
676,6456646,SINGLE FAMILY / DUPLEX
677,6645783,SINGLE FAMILY / DUPLEX
678,6415204,SINGLE FAMILY / DUPLEX
679,6224754,SINGLE FAMILY / DUPLEX
680,6544325,SINGLE FAMILY / DUPLEX
681,6488778,SINGLE FAMILY / DUPLEX
682,6360783,SINGLE FAMILY / DUPLEX
683,6595017,SINGLE FAMILY / DUPLEX
684,6210264,COMMERCIAL
685,6570715,COMMERCIAL
686,6410185,SINGLE FAMILY / DUPLEX
687,6620068,SINGLE FAMILY / DUPLEX
688,6350343,SINGLE FAMILY / DUPLEX
689,6489406,SINGLE FAMILY / DUPLEX
690,6622987,SINGLE FAMILY / DUPLEX
691,6503849,SINGLE FAMILY / DUPLEX
692,6237153,SINGLE FAMILY / DUPLEX
693,6521348,SINGLE FAMILY / DUPLEX
694,6546634,COMMERCIAL
695,6465534,SINGLE FAMILY / DUPLEX
696,6420754,MULTIFAMILY
697,6498503,SINGLE FAMILY / DUPLEX
698,6642635,SINGLE FAMILY / DUPLEX
699,6539305,SINGLE FAMILY / DUPLEX
700,6456129,COMMERCIAL
701,6601879,SINGLE FAMILY / DUPLEX
702,6434425,SINGLE FAMILY / DUPLEX
703,6366999,SINGLE FAMILY / DUPLEX
704,6306508,SINGLE FAMILY / DUPLEX
705,6362623,SINGLE FAMILY / DUPLEX
706,6548386,SINGLE FAMILY / DUPLEX
707,6329510,SINGLE FAMILY / DUPLEX
708,6464632,SINGLE FAMILY / DUPLEX
709,6513587,SINGLE FAMILY / DUPLEX
710,6608086,SINGLE FAMILY / DUPLEX
711,6619969,COMMERCIAL
712,6623341,SINGLE FAMILY / DUPLEX
713,6652353,SINGLE FAMILY / DUPLEX
714,6484615,SINGLE FAMILY / DUPLEX
715,6564841,COMMERCIAL
716,6601605,SINGLE FAMILY / DUPLEX
717,6396594,SINGLE FAMILY / DUPLEX
718,6590484,SINGLE FAMILY / DUPLEX
719,6633129,SINGLE FAMILY / DUPLEX
720,6278307,SINGLE FAMILY / DUPLEX
721,6421801,SINGLE FAMILY / DUPLEX
722,6171009,SINGLE FAMILY / DUPLEX
723,6642135,SINGLE FAMILY / DUPLEX
724,6223375,SINGLE FAMILY / DUPLEX
725,6525467,SINGLE FAMILY / DUPLEX
726,6288253,SINGLE FAMILY / DUPLEX
727,6340178,SINGLE FAMILY / DUPLEX
728,6386136,SINGLE FAMILY / DUPLEX
729,6505831,SINGLE FAMILY / DUPLEX
730,6284321,COMMERCIAL
731,6408579,SINGLE FAMILY / DUPLEX
732,6368014,SINGLE FAMILY / DUPLEX
733,6188224,SINGLE FAMILY / DUPLEX
734,6361630,SINGLE FAMILY / DUPLEX
735,6597829,SINGLE FAMILY / DUPLEX
736,6367709,SINGLE FAMILY / DUPLEX
737,6587346,SINGLE FAMILY / DUPLEX
738,6432881,SINGLE FAMILY / DUPLEX
739,6585487,SINGLE FAMILY / DUPLEX
740,6552403,SINGLE FAMILY / DUPLEX
741,6068624,SINGLE FAMILY / DUPLEX
742,6366045,SINGLE FAMILY / DUPLEX
743,6599890,SINGLE FAMILY / DUPLEX
744,6568740,SINGLE FAMILY / DUPLEX
745,6623655,SINGLE FAMILY / DUPLEX
746,6500750,SINGLE FAMILY / DUPLEX
747,6597715,SINGLE FAMILY / DUPLEX
748,6433277,SINGLE FAMILY / DUPLEX
749,6594132,SINGLE FAMILY / DUPLEX
750,6442413,SINGLE FAMILY / DUPLEX
751,6449253,SINGLE FAMILY / DUPLEX
752,6432415,SINGLE FAMILY / DUPLEX
753,6590724,SINGLE FAMILY / DUPLEX
754,6591441,SINGLE FAMILY / DUPLEX
755,6286759,SINGLE FAMILY / DUPLEX
756,6460758,SINGLE FAMILY / DUPLEX
757,6519915,INSTITUTIONAL
758,6546532,COMMERCIAL
759,6639233,SINGLE FAMILY / DUPLEX
760,6536784,SINGLE FAMILY / DUPLEX
761,6498238,SINGLE FAMILY / DUPLEX
762,6642854,SINGLE FAMILY / DUPLEX
763,6426914,SINGLE FAMILY / DUPLEX
764,6476621,MULTIFAMILY
765,6613665,SINGLE FAMILY / DUPLEX
766,6282914,COMMERCIAL
767,6463011,COMMERCIAL
768,6141002,SINGLE FAMILY / DUPLEX
769,6420238,SINGLE FAMILY / DUPLEX
770,6561105,SINGLE FAMILY / DUPLEX
771,6605864,SINGLE FAMILY / DUPLEX
772,6484585,SINGLE FAMILY / DUPLEX
773,6204177,SINGLE FAMILY / DUPLEX
774,6385693,MULTIFAMILY
775,6561186,SINGLE FAMILY / DUPLEX
776,6449250,SINGLE FAMILY / DUPLEX
777,6496161,MULTIFAMILY
778,6559398,SINGLE FAMILY / DUPLEX
779,6427618,COMMERCIAL
780,6600758,SINGLE FAMILY / DUPLEX
781,6354749,SINGLE FAMILY / DUPLEX
782,6593348,SINGLE FAMILY / DUPLEX
783,6244203,SINGLE FAMILY / DUPLEX
784,6482327,SINGLE FAMILY / DUPLEX
785,6518667,MULTIFAMILY
786,6421488,SINGLE FAMILY / DUPLEX
787,6635823,COMMERCIAL
788,6358023,SINGLE FAMILY / DUPLEX
789,6567607,SINGLE FAMILY / DUPLEX
790,6380744,SINGLE FAMILY / DUPLEX
791,6633358,SINGLE FAMILY / DUPLEX
792,6475912,SINGLE FAMILY / DUPLEX
793,6468226,SINGLE FAMILY / DUPLEX
794,6618457,SINGLE FAMILY / DUPLEX
795,6447504,MULTIFAMILY
796,6078709,SINGLE FAMILY / DUPLEX
797,6522061,SINGLE FAMILY / DUPLEX
798,6437159,SINGLE FAMILY / DUPLEX
799,6539795,SINGLE FAMILY / DUPLEX
800,6240918,SINGLE FAMILY / DUPLEX
801,6499871,SINGLE FAMILY / DUPLEX
802,6588563,SINGLE FAMILY / DUPLEX
803,6596369,SINGLE FAMILY / DUPLEX
804,6529737,SINGLE FAMILY / DUPLEX
805,6471463,SINGLE FAMILY / DUPLEX
806,6598231,SINGLE FAMILY / DUPLEX
807,6379468,COMMERCIAL
808,6428640,SINGLE FAMILY / DUPLEX
809,6598631,INSTITUTIONAL
810,6465099,SINGLE FAMILY / DUPLEX
811,6527972,SINGLE FAMILY / DUPLEX
812,6576650,SINGLE FAMILY / DUPLEX
813,6614756,SINGLE FAMILY / DUPLEX
814,6415929,SINGLE FAMILY / DUPLEX
815,6542786,SINGLE FAMILY / DUPLEX
816,6341616,SINGLE FAMILY / DUPLEX
817,6357326,SINGLE FAMILY / DUPLEX
818,6545979,SINGLE FAMILY / DUPLEX
819,6480025,SINGLE FAMILY / DUPLEX
820,6387878,MULTIFAMILY
821,6487771,SINGLE FAMILY / DUPLEX
822,6559203,SINGLE FAMILY / DUPLEX
823,6226318,SINGLE FAMILY / DUPLEX
824,6428126,SINGLE FAMILY / DUPLEX
825,6427550,SINGLE FAMILY / DUPLEX
826,6373566,INSTITUTIONAL
827,6547706,MULTIFAMILY
828,6602887,COMMERCIAL
829,6069514,COMMERCIAL
830,6610693,SINGLE FAMILY / DUPLEX
831,6492568,SINGLE FAMILY / DUPLEX
832,6469805,SINGLE FAMILY / DUPLEX
833,6430993,COMMERCIAL
834,6472755,MULTIFAMILY
835,6362290,SINGLE FAMILY / DUPLEX
836,6354846,SINGLE FAMILY / DUPLEX
837,6648347,SINGLE FAMILY / DUPLEX
838,6432235,SINGLE FAMILY / DUPLEX
839,6366745,SINGLE FAMILY / DUPLEX
840,6280081,SINGLE FAMILY / DUPLEX
841,6587932,SINGLE FAMILY / DUPLEX
842,6373251,SINGLE FAMILY / DUPLEX
843,6644755,SINGLE FAMILY / DUPLEX
844,6402619,SINGLE FAMILY / DUPLEX
845,6142023,SINGLE FAMILY / DUPLEX
846,6474096,SINGLE FAMILY / DUPLEX
847,6521243,SINGLE FAMILY / DUPLEX
848,6478207,SINGLE FAMILY / DUPLEX
849,6421232,SINGLE FAMILY / DUPLEX
850,6414684,COMMERCIAL
851,6419407,SINGLE FAMILY / DUPLEX
852,6514778,SINGLE FAMILY / DUPLEX
853,6374514,SINGLE FAMILY / DUPLEX
854,6426039,SINGLE FAMILY / DUPLEX
855,6350446,SINGLE FAMILY / DUPLEX
856,6367328,COMMERCIAL
857,6460097,SINGLE FAMILY / DUPLEX
858,6564606,SINGLE FAMILY / DUPLEX
859,6584268,SINGLE FAMILY / DUPLEX
860,6369074,SINGLE FAMILY / DUPLEX
861,6107771,SINGLE FAMILY / DUPLEX
862,6402182,SINGLE FAMILY / DUPLEX
863,6312439,SINGLE FAMILY / DUPLEX
864,6626829,SINGLE FAMILY / DUPLEX
865,6581601,SINGLE FAMILY / DUPLEX
866,6467505,SINGLE FAMILY / DUPLEX
867,6411568,SINGLE FAMILY / DUPLEX
868,6486773,SINGLE FAMILY / DUPLEX
869,6409809,SINGLE FAMILY / DUPLEX
870,6486380,SINGLE FAMILY / DUPLEX
871,6475735,SINGLE FAMILY / DUPLEX
872,6387604,SINGLE FAMILY / DUPLEX
873,6426755,SINGLE FAMILY / DUPLEX
874,6419054,SINGLE FAMILY / DUPLEX
875,6135002,SINGLE FAMILY / DUPLEX
876,6523622,SINGLE FAMILY / DUPLEX
877,6588845,SINGLE FAMILY / DUPLEX
878,6568856,SINGLE FAMILY / DUPLEX
879,6620297,SINGLE FAMILY / DUPLEX
880,6285331,SINGLE FAMILY / DUPLEX
881,6359634,COMMERCIAL
882,6583485,COMMERCIAL
883,6447485,SINGLE FAMILY / DUPLEX
884,6500854,SINGLE FAMILY / DUPLEX
885,6150662,MULTIFAMILY
886,6391736,SINGLE FAMILY / DUPLEX
887,6115618,SINGLE FAMILY / DUPLEX
888,6442470,SINGLE FAMILY / DUPLEX
889,6385685,SINGLE FAMILY / DUPLEX
890,6471365,COMMERCIAL
891,6092001,SINGLE FAMILY / DUPLEX
892,6418496,SINGLE FAMILY / DUPLEX
893,6522964,SINGLE FAMILY / DUPLEX
894,6637598,SINGLE FAMILY / DUPLEX
895,6615870,SINGLE FAMILY / DUPLEX
896,6520511,SINGLE FAMILY / DUPLEX
897,6113255,SINGLE FAMILY / DUPLEX
898,6475351,SINGLE FAMILY / DUPLEX
899,6413982,SINGLE FAMILY / DUPLEX
900,6572347,SINGLE FAMILY / DUPLEX
901,6521167,SINGLE FAMILY / DUPLEX
902,6483560,SINGLE FAMILY / DUPLEX
903,6528360,SINGLE FAMILY / DUPLEX
904,6379393,SINGLE FAMILY / DUPLEX
905,6097858,MULTIFAMILY
906,6413668,SINGLE FAMILY / DUPLEX
907,6351823,INSTITUTIONAL
908,6122981,SINGLE FAMILY / DUPLEX
909,6479921,COMMERCIAL
910,6325348,SINGLE FAMILY / DUPLEX
911,6362418,SINGLE FAMILY / DUPLEX
912,6164688,COMMERCIAL
913,6448512,SINGLE FAMILY / DUPLEX
914,6380516,SINGLE FAMILY / DUPLEX
915,6491671,SINGLE FAMILY / DUPLEX
916,6461988,SINGLE FAMILY / DUPLEX
917,6423814,MULTIFAMILY
918,6626478,SINGLE FAMILY / DUPLEX
919,6168036,SINGLE FAMILY / DUPLEX
920,6506833,SINGLE FAMILY / DUPLEX
921,6643439,SINGLE FAMILY / DUPLEX
922,6420733,SINGLE FAMILY / DUPLEX
923,6434219,SINGLE FAMILY / DUPLEX
924,6137611,SINGLE FAMILY / DUPLEX
925,6232480,SINGLE FAMILY / DUPLEX
926,6586598,SINGLE FAMILY / DUPLEX
927,6486110,SINGLE FAMILY / DUPLEX
928,6617247,SINGLE FAMILY / DUPLEX
929,6637928,SINGLE FAMILY / DUPLEX
930,6351039,SINGLE FAMILY / DUPLEX
931,6405119,SINGLE FAMILY / DUPLEX
932,6398998,SINGLE FAMILY / DUPLEX
933,6520208,SINGLE FAMILY / DUPLEX
934,6532880,SINGLE FAMILY / DUPLEX
935,6539320,SINGLE FAMILY / DUPLEX
936,6386324,SINGLE FAMILY / DUPLEX
937,6618343,SINGLE FAMILY / DUPLEX
938,6461002,SINGLE FAMILY / DUPLEX
939,6423685,SINGLE FAMILY / DUPLEX
940,6614209,COMMERCIAL
941,6263609,SINGLE FAMILY / DUPLEX
942,6378945,MULTIFAMILY
943,6143463,SINGLE FAMILY / DUPLEX
944,6361111,COMMERCIAL
945,6178588,SINGLE FAMILY / DUPLEX
946,6133523,SINGLE FAMILY / DUPLEX
947,6618419,SINGLE FAMILY / DUPLEX
948,6589827,SINGLE FAMILY / DUPLEX
949,6384554,SINGLE FAMILY / DUPLEX
950,6483443,SINGLE FAMILY / DUPLEX
951,6534347,SINGLE FAMILY / DUPLEX
952,6604905,SINGLE FAMILY / DUPLEX
953,6460622,SINGLE FAMILY / DUPLEX
954,6436862,SINGLE FAMILY / DUPLEX
955,6582063,SINGLE FAMILY / DUPLEX
956,6091349,COMMERCIAL
957,6607563,SINGLE FAMILY / DUPLEX
958,6428169,SINGLE FAMILY / DUPLEX
959,6383471,SINGLE FAMILY / DUPLEX
960,6555064,SINGLE FAMILY / DUPLEX
961,6446209,SINGLE FAMILY / DUPLEX
962,6103862,SINGLE FAMILY / DUPLEX
963,6279453,SINGLE FAMILY / DUPLEX
964,6355764,SINGLE FAMILY / DUPLEX
965,6356457,COMMERCIAL
966,6383000,SINGLE FAMILY / DUPLEX
967,6368857,SINGLE FAMILY / DUPLEX
968,6148008,COMMERCIAL
969,6490769,SINGLE FAMILY / DUPLEX
970,6465617,SINGLE FAMILY / DUPLEX
971,6620362,SINGLE FAMILY / DUPLEX
972,6372486,SINGLE FAMILY / DUPLEX
973,6425613,SINGLE FAMILY / DUPLEX
974,6097968,SINGLE FAMILY / DUPLEX
975,6373741,SINGLE FAMILY / DUPLEX
976,6381596,SINGLE FAMILY / DUPLEX
977,6648503,MULTIFAMILY
978,6615865,SINGLE FAMILY / DUPLEX
979,6541163,SINGLE FAMILY / DUPLEX
980,6561772,SINGLE FAMILY / DUPLEX
981,6407560,SINGLE FAMILY / DUPLEX
982,6580852,SINGLE FAMILY / DUPLEX
983,6620947,SINGLE FAMILY / DUPLEX
984,6547072,SINGLE FAMILY / DUPLEX
985,6528065,SINGLE FAMILY / DUPLEX
986,6637177,SINGLE FAMILY / DUPLEX
987,6189275,SINGLE FAMILY / DUPLEX
988,6592782,SINGLE FAMILY / DUPLEX
989,6438761,COMMERCIAL
990,6449395,SINGLE FAMILY / DUPLEX
991,6470130,SINGLE FAMILY / DUPLEX
992,6481025,MULTIFAMILY
993,6509765,SINGLE FAMILY / DUPLEX
994,6252278,SINGLE FAMILY / DUPLEX
995,6558293,SINGLE FAMILY / DUPLEX
996,6439368,SINGLE FAMILY / DUPLEX
997,6454772,SINGLE FAMILY / DUPLEX
998,6588600,SINGLE FAMILY / DUPLEX
999,6431018,SINGLE FAMILY / DUPLEX
1000,6333409,SINGLE FAMILY / DUPLEX
1001,6613261,SINGLE FAMILY / DUPLEX
1002,6552083,COMMERCIAL
1003,6276222,SINGLE FAMILY / DUPLEX
1004,6587084,SINGLE FAMILY / DUPLEX
1005,6609116,SINGLE FAMILY / DUPLEX
1006,6559079,SINGLE FAMILY / DUPLEX
1007,6339062,SINGLE FAMILY / DUPLEX
1008,6590066,SINGLE FAMILY / DUPLEX
1009,6613651,SINGLE FAMILY / DUPLEX
1010,6393440,SINGLE FAMILY / DUPLEX
1011,6388151,COMMERCIAL
1012,6436370,MULTIFAMILY
1013,6545429,SINGLE FAMILY / DUPLEX
1014,6549583,SINGLE FAMILY / DUPLEX
1015,6570938,SINGLE FAMILY / DUPLEX
1016,6403498,SINGLE FAMILY / DUPLEX
1017,6610919,SINGLE FAMILY / DUPLEX
1018,6557663,SINGLE FAMILY / DUPLEX
1019,6594431,SINGLE FAMILY / DUPLEX
1020,6611668,SINGLE FAMILY / DUPLEX
1021,6070718,SINGLE FAMILY / DUPLEX
1022,6482981,SINGLE FAMILY / DUPLEX
1023,6580788,SINGLE FAMILY / DUPLEX
1024,6451984,SINGLE FAMILY / DUPLEX
1025,6410360,SINGLE FAMILY / DUPLEX
1026,6610216,SINGLE FAMILY / DUPLEX
1027,6637221,SINGLE FAMILY / DUPLEX
1028,6569589,SINGLE FAMILY / DUPLEX
1029,6367227,SINGLE FAMILY / DUPLEX
1030,6457062,SINGLE FAMILY / DUPLEX
1031,6474019,SINGLE FAMILY / DUPLEX
1032,6396150,COMMERCIAL
1033,6529042,SINGLE FAMILY / DUPLEX
1034,6429693,SINGLE FAMILY / DUPLEX
1035,6405187,SINGLE FAMILY / DUPLEX
1036,6629673,SINGLE FAMILY / DUPLEX
1037,6526654,SINGLE FAMILY / DUPLEX
1038,6603244,SINGLE FAMILY / DUPLEX
1039,6449100,SINGLE FAMILY / DUPLEX
1040,6645483,SINGLE FAMILY / DUPLEX
1041,6613783,SINGLE FAMILY / DUPLEX
1042,6517683,COMMERCIAL
1043,6510884,SINGLE FAMILY / DUPLEX
1044,6438216,SINGLE FAMILY / DUPLEX
1045,6535083,SINGLE FAMILY / DUPLEX
1046,6497905,SINGLE FAMILY / DUPLEX
1047,6567242,SINGLE FAMILY / DUPLEX
1048,6500729,SINGLE FAMILY / DUPLEX
1049,6522817,SINGLE FAMILY / DUPLEX
1050,6523912,SINGLE FAMILY / DUPLEX
1051,6637792,SINGLE FAMILY / DUPLEX
1052,6381367,SINGLE FAMILY / DUPLEX
1053,6473204,SINGLE FAMILY / DUPLEX
1054,6448249,COMMERCIAL
1055,6261128,SINGLE FAMILY / DUPLEX
1056,6372604,SINGLE FAMILY / DUPLEX
1057,6562913,SINGLE FAMILY / DUPLEX
1058,6646756,SINGLE FAMILY / DUPLEX
1059,6460866,SINGLE FAMILY / DUPLEX
1060,6489384,SINGLE FAMILY / DUPLEX
1061,6411959,SINGLE FAMILY / DUPLEX
1062,6542755,COMMERCIAL
1063,6621555,SINGLE FAMILY / DUPLEX
1064,6488190,SINGLE FAMILY / DUPLEX
1065,6570145,SINGLE FAMILY / DUPLEX
1066,6616668,COMMERCIAL
1067,6634380,SINGLE FAMILY / DUPLEX
1068,6565296,SINGLE FAMILY / DUPLEX
1069,6588496,SINGLE FAMILY / DUPLEX
1070,6464326,SINGLE FAMILY / DUPLEX
1071,6251526,SINGLE FAMILY / DUPLEX
1072,6494591,SINGLE FAMILY / DUPLEX
1073,6460513,SINGLE FAMILY / DUPLEX
1074,6620258,SINGLE FAMILY / DUPLEX
1075,6617606,SINGLE FAMILY / DUPLEX
1076,6533731,MULTIFAMILY
1077,6391996,SINGLE FAMILY / DUPLEX
1078,6638863,SINGLE FAMILY / DUPLEX
1079,6385410,SINGLE FAMILY / DUPLEX
1080,6498837,SINGLE FAMILY / DUPLEX
1081,6521373,SINGLE FAMILY / DUPLEX
1082,6632878,SINGLE FAMILY / DUPLEX
1083,6501311,SINGLE FAMILY / DUPLEX
1084,6634460,SINGLE FAMILY / DUPLEX
1085,6355300,MULTIFAMILY
1086,6518272,SINGLE FAMILY / DUPLEX
1087,6365463,SINGLE FAMILY / DUPLEX
1088,6336012,SINGLE FAMILY / DUPLEX
1089,6575693,SINGLE FAMILY / DUPLEX
1090,6578507,SINGLE FAMILY / DUPLEX
1091,6334318,SINGLE FAMILY / DUPLEX
1092,6377690,SINGLE FAMILY / DUPLEX
1093,6631317,SINGLE FAMILY / DUPLEX
1094,6375333,SINGLE FAMILY / DUPLEX
1095,6518707,SINGLE FAMILY / DUPLEX
1096,6371102,SINGLE FAMILY / DUPLEX
1097,6572546,SINGLE FAMILY / DUPLEX
1098,6507165,SINGLE FAMILY / DUPLEX
1099,6205729,COMMERCIAL
1100,6385328,SINGLE FAMILY / DUPLEX
1101,6564494,SINGLE FAMILY / DUPLEX
1102,6539080,SINGLE FAMILY / DUPLEX
1103,6437635,COMMERCIAL
1104,6630470,SINGLE FAMILY / DUPLEX
1105,6141808,SINGLE FAMILY / DUPLEX
1106,6621603,SINGLE FAMILY / DUPLEX
1107,6484752,SINGLE FAMILY / DUPLEX
1108,6592354,MULTIFAMILY
1109,6480380,SINGLE FAMILY / DUPLEX
1110,6510867,SINGLE FAMILY / DUPLEX
1111,6490984,SINGLE FAMILY / DUPLEX
1112,6637844,MULTIFAMILY
1113,6468369,SINGLE FAMILY / DUPLEX
1114,6164025,SINGLE FAMILY / DUPLEX
1115,6436540,COMMERCIAL
1116,6644671,SINGLE FAMILY / DUPLEX
1117,6550705,COMMERCIAL
1118,6594263,SINGLE FAMILY / DUPLEX
1119,6585355,SINGLE FAMILY / DUPLEX
1120,6510287,COMMERCIAL
1121,6470683,COMMERCIAL
1122,6592872,SINGLE FAMILY / DUPLEX
1123,6428088,SINGLE FAMILY / DUPLEX
1124,6458369,SINGLE FAMILY / DUPLEX
1125,6631171,SINGLE FAMILY / DUPLEX
1126,6546683,SINGLE FAMILY / DUPLEX
1127,6456798,SINGLE FAMILY / DUPLEX
1128,6392460,SINGLE FAMILY / DUPLEX
1129,6494389,SINGLE FAMILY / DUPLEX
1130,6508035,SINGLE FAMILY / DUPLEX
1131,6433033,COMMERCIAL
1132,6421450,SINGLE FAMILY / DUPLEX
1133,6499602,SINGLE FAMILY / DUPLEX
1134,6366992,SINGLE FAMILY / DUPLEX
1135,6551522,SINGLE FAMILY / DUPLEX
1136,6422148,MULTIFAMILY
1137,6576869,SINGLE FAMILY / DUPLEX
1138,6230831,SINGLE FAMILY / DUPLEX
1139,6459740,SINGLE FAMILY / DUPLEX
1140,6500428,SINGLE FAMILY / DUPLEX
1141,6399406,COMMERCIAL
1142,6449955,SINGLE FAMILY / DUPLEX
1143,6469086,SINGLE FAMILY / DUPLEX
1144,6632652,COMMERCIAL
1145,6456579,SINGLE FAMILY / DUPLEX
1146,6230932,SINGLE FAMILY / DUPLEX
1147,6102364,SINGLE FAMILY / DUPLEX
1148,6398220,SINGLE FAMILY / DUPLEX
1149,6372659,SINGLE FAMILY / DUPLEX
1150,6630027,SINGLE FAMILY / DUPLEX
1151,6353673,SINGLE FAMILY / DUPLEX
1152,6589067,SINGLE FAMILY / DUPLEX
1153,6378714,SINGLE FAMILY / DUPLEX
1154,6393346,SINGLE FAMILY / DUPLEX
1155,6642059,SINGLE FAMILY / DUPLEX
1156,6549931,COMMERCIAL
1157,6581108,SINGLE FAMILY / DUPLEX
1158,6433439,SINGLE FAMILY / DUPLEX
1159,6204461,SINGLE FAMILY / DUPLEX
1160,6535131,SINGLE FAMILY / DUPLEX
1161,6409308,SINGLE FAMILY / DUPLEX
1162,6480681,SINGLE FAMILY / DUPLEX
1163,6377141,COMMERCIAL
1164,6503691,SINGLE FAMILY / DUPLEX
1165,6596959,SINGLE FAMILY / DUPLEX
1166,6519729,SINGLE FAMILY / DUPLEX
1167,6575046,SINGLE FAMILY / DUPLEX
1168,6552987,SINGLE FAMILY / DUPLEX
1169,6621229,SINGLE FAMILY / DUPLEX
1170,6223646,SINGLE FAMILY / DUPLEX
1171,6178108,SINGLE FAMILY / DUPLEX
1172,6635959,SINGLE FAMILY / DUPLEX
1173,6484547,SINGLE FAMILY / DUPLEX
1174,6486930,MULTIFAMILY
1175,6513202,SINGLE FAMILY / DUPLEX
1176,6411203,SINGLE FAMILY / DUPLEX
1177,6395008,SINGLE FAMILY / DUPLEX
1178,6508081,INSTITUTIONAL
1179,6525896,SINGLE FAMILY / DUPLEX
1180,6587266,SINGLE FAMILY / DUPLEX
1181,6642516,MULTIFAMILY
1182,6532436,SINGLE FAMILY / DUPLEX
1183,6612378,SINGLE FAMILY / DUPLEX
1184,6437761,SINGLE FAMILY / DUPLEX
1185,6370734,COMMERCIAL
1186,6334261,SINGLE FAMILY / DUPLEX
1187,6645443,SINGLE FAMILY / DUPLEX
1188,6544979,SINGLE FAMILY / DUPLEX
1189,6612351,SINGLE FAMILY / DUPLEX
1190,6621921,SINGLE FAMILY / DUPLEX
1191,6285245,SINGLE FAMILY / DUPLEX
1192,6491789,SINGLE FAMILY / DUPLEX
1193,6442652,SINGLE FAMILY / DUPLEX
1194,6639365,SINGLE FAMILY / DUPLEX
1195,6370926,SINGLE FAMILY / DUPLEX
1196,6472164,SINGLE FAMILY / DUPLEX
1197,6348545,SINGLE FAMILY / DUPLEX
1198,6563853,SINGLE FAMILY / DUPLEX
1199,6491089,SINGLE FAMILY / DUPLEX
1200,6239208,SINGLE FAMILY / DUPLEX
1201,6185719,COMMERCIAL
1202,6452797,SINGLE FAMILY / DUPLEX
1203,6375107,SINGLE FAMILY / DUPLEX
1204,6494633,SINGLE FAMILY / DUPLEX
1205,6558960,SINGLE FAMILY / DUPLEX
1206,6595360,SINGLE FAMILY / DUPLEX
1207,6376754,SINGLE FAMILY / DUPLEX
1208,6443404,COMMERCIAL
1209,6462372,SINGLE FAMILY / DUPLEX
1210,6336180,SINGLE FAMILY / DUPLEX
1211,6623881,MULTIFAMILY
1212,6246436,SINGLE FAMILY / DUPLEX
1213,6638928,SINGLE FAMILY / DUPLEX
1214,6390091,SINGLE FAMILY / DUPLEX
1215,6293674,SINGLE FAMILY / DUPLEX
1216,6369810,SINGLE FAMILY / DUPLEX
1217,6505827,SINGLE FAMILY / DUPLEX
1218,6613072,SINGLE FAMILY / DUPLEX
1219,6612272,SINGLE FAMILY / DUPLEX
1220,6166036,SINGLE FAMILY / DUPLEX
1221,6649043,SINGLE FAMILY / DUPLEX
1222,6460753,SINGLE FAMILY / DUPLEX
1223,6368680,SINGLE FAMILY / DUPLEX
1224,6473709,COMMERCIAL
